id,FailureModes.Description,Platforms.Name as Platfrom,Components.Name as Component,SubComponents.Name as SubComponent,FailureModes.Functionality
1095,Argon Purge program is executed as part of shutdown.,C2C3,Program Executor,List Execution,Skip the execution of argon purge program from shutdown List (as that step is been removed).
1096,"When Pre/Post clean conditioning program is not selected, error event is reported saying program is not selected.",C2C3,Program Executor,Program Execution,"When any Program is not selected from UI drop down, that program should not run and no error should be reported regarding that from ""ExPg"" method. (ExPg is called in the shutdown list)"
1097,Failed to execute full flush(before and after clean) as many times mentioned in the UI from shutdown list. ,C2C3,Program Executor,List Execution,"""Full flush before clean"" and ""Full flush after clean"" should work without any problem in the shutdown list."
1098,"1.Unable to see the right click method on UI on control mode.2.Unable to reset the clean counter.3.Task Crash",C2C3,Module mainL,Device,Working of Right click method (ResetCleanSinceLastConditioningCount).
1099,Error/abort daf is not executed.,C2C3,Program Executor,List Execution,Error and Abort daf should run in the shutdown list when shutdown list errores or aborts respectively.
1100,"Persisted value is not seen, default value is seen.",Nexus,UI Utilities,Film information viewer,Simultaneous clean on standby option must be persisted on power cycle and upgrade
1101,Clean gets skipped and wafers start going in. Clean doesnt run untill full Pjob is complete.,Nexus,Scheduler,Operation Execution,"If module has reached fault limit when first wafer of an operation is getting evaluated, then clean should run and then only wafers should be taken for processing"
1102,Settings are not persisted on upgrade or power cycle.,Nexus,UI Utilities,Film information viewer,New Avoid Mid Batch clean settings should be persisted over upgrade and power cycle
1103,Avoid Mid batch clean setting enabling and disabling is not stored on the backend.,Nexus,UI Utilities,Film information viewer,Avoid Mid batch clean setting enabling and disabling should be stored on backend to use the same while we are issuing mid batch clean for any module.
1104,Wafer from new opreaiton buddies with the opreaiton which has skipped mid batch clean,Nexus,Scheduler,Operation Management,"If an operation has skipped clean on mid batch due to new feature, then no wafer from other operation should buddy up with this operation."
1105,It starts taking wafers of next operation and cleans at the end of that operation.,Nexus,Scheduler,Operation Management,"If cjob stop is triggered when an operaiton has skipped mid batch clean. It has to stop all wafers of that operation, start clean and then start taking wafers of next operation"
1106,Simultaneous clean is not run as the Avoid mid batch clean is enabled,Nexus,Scheduler,Operation Management,"If Simultaneous clean is enabled and if one of the module reaches fault limit and starts clean other modules have to do simultaneous clean if configured even if avoid mid batch clean is enabled.Simultaneoud clean should be given priority over Avoid mid batch clean."
1107,Data will not retain over tool power cycle.,C2C3,Devices,Valve,DI Solver CO2 set point value will be retained over tool power cycle.
1111,"Command sent early, PS still in Command Response mode. ",C2C3,Devices,Power supply,"When receive NAK from AE PS, wait for software timeout and then resend command.  "
1112,"Command sent late, PS in Command Receive mode.  ",C2C3,Devices,Power supply,"When receive NAK from AE PS, wait for software timeout and then resend command. "
1113,"Command not sent, or not received by PS.  ",C2C3,Devices,Power supply,"When receive NAK from AE PS, wait for software timeout and then resend command. "
1114,New user counters are not upgraded.,C2C3,Program,Upgrade,User Counters data persistent on upgrade
1115,New user counters are not availble on program editor,C2C3,UI,Program / Parameter Editor,New user counters on program editor
1116,new methods are not availble under user counter class in program editor,C2C3,UI,Program / Parameter Editor,User counters new methods
1117,counter slots are not incremented/decremented properly,C2C3,UI,Program / Parameter Editor,counter slot increment/decrement
1118,counter slots are not reset,C2C3,UI,Program / Parameter Editor,counter reset
1119,Program Execution fails,C2C3,Program Executor,Program Execution,Program Execution
1120,"PCM Entry for user Counters are misingPCM Entry for user Counters are wrong",C2C3,UI,PCM,PCM Entry for user Counters
1121,PE Crash,C2C3,Program Executor,Program Execution,Program Execution
1122,"Pop-up is not thrown when power supply fault occurs for either ""LAMP OUT FAULT"" or ""LOW LAMPHEAD PRESSURE"" or both when UV Lamp Fault sensor is tripped.",C2C3,Module mainL,Device,"Pop-up should be thrown when power supply faults out for either ""LAMP OUT FAULT"" or ""LOW LAMPHEAD PRESSURE"" or both when UV Lamp Fault sensor is tripped."
1123,Correct Pop ups are not displayed or the information in the pop ups are not relevant,C2C3,UI,Serial Communications Monitor,Notification to the user.
1124,"User is able to perform further actions without acknowleding the information pop-up as the UI is available.",C2C3,UI,Proteus Framework,UI is not available to the user to perform futher actins if an information pop-up is present.
1125,"Software acknowledges the power supply fault has been rectified when clicked on OK of pop-up by the user, even if they are not rectified",C2C3,Module mainL,Device,Pop-up for power supply fault.
1126,"Pop-up is thrown when power supply faults out for either ""LAMP OUT FAULT"" or ""LOW LAMPHEAD PRESSURE"" or both, when UV Lamp Fault sensor is in OK state.",C2C3,Module mainL,Device,"Pop-up should NOT be thrown when power supply faults out for either ""LAMP OUT FAULT"" or ""LOW LAMPHEAD PRESSURE"" or both, when UV Lamp Fault sensor is in OK state."
1127,"1) The Slow Vent/Cool Delay Step is NOT getting executed when required to execute (EHeV is 1).2) The Slow Vent/Cool Delay Step is  getting executed when NOT required to execute (EHeV is 0).",C2C3,Program,Program Execution,RLL Chamber Vent Program /Particle Partitioning pump vent program Execution
1128,"When helium elimination is installed, vl62 is getting opened in the vent with helium step.",C2C3,Program Executor,Program Execution,LLL Chamber Vent unidirectional  Program /Particle Partitioning pump vent uni-directional program Execution
1129,"1) During pvhp/shutdown list execution, list execution fails due to new changes.2) pvhp/shutdown list does execute Chamber Vent program.",C2C3,Program Executor,List Execution,RLL pvhp/shutdown list Execution failure.
1130,"1) Vent with Helium/Vent with Nitrogen is NOT available when helium elimination is not installed.2) Vent with Helium/Vent with Nitrogen is  available when helium elimination is  installed.",C2C3,UI,VG,Load Lock Pump Vent Clean Interface UI Display
1131,Load Lock Clean Cycle Vent Program uses Vent with Helium even when helium Elimination is installed.,C2C3,Program,Program Execution,Load Lock Clean Cycle Vent Program Execution
1132,flow cal for insitu tools doesnot use helium mfc5.,C2C3,Module mainL,Device,MFC Flow cal for insitu tools
1133,"flow cal for RPC tools doesnot use Argon mfcC.flow cal for RPC tools doesnot open vl46.flow cal for RPC tools doesnot close vl16.",C2C3,Module mainL,Device,MFC Flow cal for RPC tools.
1134,"System Program flow Argon on mfcC when NOT required to flow.System Program does NOT flow Argon on mfcC when required to flow.",C2C3,Program,Program Execution,MFC Flow during Program Execution.
1135,The folder name generated can already exist resulting in a duplicate folder name which is not desirable for siblings of same parent.,C2C3,UI,Recipe Editor,"Move a recipe to a new folder within the same parent. New folder name will be generated automatically when user perform this action. Name of new folder is ""NewFolder"""
1136,"The path in the ""Folder Path"" section may not reflect the new path after renaming the folder.",C2C3,UI,Recipe Editor,"Open an existing recipe and on the right side ensure that ""Folder Path"" is displayed correctly. Rename one of the folder in the opened recipe's path."
1137,Only the parent folders details getting exported to the CSV file,C2C3,UI,Recipe Editor,Export parent of the multi-level folder hierarchy having multiple recipes in them.
1138,The empty folder may exist which is not desirable. Folder can exist only if it directly have a recipe in it or it's sub-folder has a recipe,C2C3,UI,Recipe Editor,Delete or Move a recipe from the folder where no more recipe are present
1139,Object names of program and parameter set is not modified after upgradation/migration,C2C3,Program,Upgrade,Program and parameter set object name modification
1140,List Execution fails ,C2C3,Program Executor,List Execution,List Execution (both offline and online)
1141,Program execution fails after upgrade and migration,C2C3,Program Executor,Program Execution,Program Execution ( both Online and offline)
1142,Some user programs have not migrated successfully ,C2C3,Migrate,Migrate,User Program Migration
